Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
https://www.goodreads.com/book/show/28795376-rotjoch,Rotjoch,Stephen King,,,3.7,10,"Published January 1, 2015",67,,26
https://www.goodreads.com/book/show/33541046-das-ende-des-ganzen-schlamassels,Das Ende des ganzen Schlamassels: Story aus Albträume,Stephen King,,German,4.11,9,"Published December 19, 2016",63,,
https://www.goodreads.com/book/show/35651530-det-m-rke-t-rn-1-del-2---stasjonen,"Det mørke tårn #1, Del 2 - Stasjonen",Stephen King,,Norwegian,4.0,9,,Audiobook,,7
https://www.goodreads.com/book/show/123351389-stephen-king---set-of-4-books---full-dark-no-stars---desperation---lise,"STEPHEN KING - Set Of 4 Books - Full Dark, No Stars - Desperation - Lisey's Story/Under The Dome.",Stephen King,,English,4.5,8,"Published January 1, 2006",Hardcover,,5
https://www.goodreads.com/book/show/60432338-throttle,Throttle,Stephen King,,,3.27,11,"January 1, 2009",,,25
https://www.goodreads.com/book/show/15361148-gerald-s-game-12,Gerald's Game 12,Stephen King,,,4.0,9,"Published July 1, 1993",Paperback,1 person is currently reading,11
https://www.goodreads.com/book/show/7823387,トウモロコシ畑の子供たち,Stephen King,,Japanese,4.5,8,"Published July 21, 1988",351,,12
https://www.goodreads.com/book/show/48997906-the-shawshank-redemption,The Shawshank Redemption: Selected Stories. Уровень Intermediate,Stephen King,,English,4.38,8,"Published January 1, 2018",192,,18
https://www.goodreads.com/book/show/31389684-regenzeit,Regenzeit: Story aus Albträume,Stephen King,,German,4.38,8,"Published August 8, 2016",54,,
https://www.goodreads.com/book/show/44451970-marzenia-i-koszmary-tom-2,"Marzenia i koszmary, Tom #2",Stephen King,,Polish,3.18,11,"January 1, 1993",413,,14
https://www.goodreads.com/book/show/43788701-r-yalar-karabasanlar-3,Rüyalar Karabasanlar 3,Stephen King,,Turkish,3.89,9,"Published January 1, 2017",208,1 person is currently reading,4
https://www.goodreads.com/book/show/43607106-forbannelsen,Forbannelsen,Stephen King,,Norwegian,3.89,9,"January 1, 1984",319,1 person is currently reading,14
https://www.goodreads.com/book/show/59288552-the-return-of-timmy-baterman,The Return of Timmy Baterman,Stephen King,,English,3.89,9,,12,,14
https://www.goodreads.com/book/show/35911025-det-m-rke-t-rn-1-del-3---oraklet-og-fjellene,"Det mørke tårn #1, del 3 - Oraklet og fjellene",Stephen King,,Norwegian,3.89,9,,Audiobook,,4
https://www.goodreads.com/book/show/63129630-la-c-pula-under-the-dome,La cúpula / Under the Dome,Stephen King,,Spanish; Castilian,5.0,7,"Published January 18, 2022",1300,4,3
https://www.goodreads.com/book/show/96176347-eymd,Eymd,Stephen King,,Icelandic,4.38,8,"January 1, 1987",326,,3
https://www.goodreads.com/book/show/123765405-de-spelbreker,De spelbreker,Stephen King,,Dutch; Flemish,3.89,9,"Published April 27, 2020",Paperback,5,15
https://www.goodreads.com/book/show/18339432-duistere-machten,Duistere Machten,Stephen King,,Dutch; Flemish,3.5,10,"January 1, 1984",156,,17
https://www.goodreads.com/book/show/50258892-r-yalar-karabasanlar-1,Rüyalar Karabasanlar 1,Stephen King,,Turkish,3.64,11,"January 1, 1993",224,1 person is currently reading,7
https://www.goodreads.com/book/show/144089280-stephen-king-s-the-waste-lands,Stephen King's The Waste Lands: The Dark Tower- Book III,Stephen King,,English,4.63,8,"Published January 1, 1991",Paperback,1 person is currently reading,18
https://www.goodreads.com/book/show/60457658-thin-scenery,Thin Scenery,Stephen King,,,4.11,9,"September 1, 2017",,,27
https://www.goodreads.com/book/show/35072023-stephen-kings-der-dunkle-turm-band-15---drei---bittere-medizin,"Stephen Kings Der dunkle Turm, Band 15 - Drei - Bittere Medizin",Stephen King,,German,4.38,8,"Published March 28, 2017",136,,
https://www.goodreads.com/book/show/59594737-the-bazaar-of-bad-dreams-elevation,The Bazaar of Bad Dreams / Elevation,Stephen King,,English,4.25,8,"Published January 1, 2021",Paperback,2,3
https://www.goodreads.com/book/show/15929634-fenway-park-100-years,"Fenway Park 100 Years: The Official, Definitive History of America's Most Beloved Ballpark",Stephen King,,,4.86,7,"March 1, 2012",251,,8
https://www.goodreads.com/book/show/57502997-the-stand---das-letzte-gefecht,The Stand - Das letzte Gefecht: Band 2,Stephen King,Comics,German,4.25,8,"Published March 23, 2021",300,1 person is currently reading,2
https://www.goodreads.com/book/show/53127285-for-the-birds,For the Birds,Stephen King,,English,2.36,14,"January 1, 1986",,,43
https://www.goodreads.com/book/show/16085392-cavalier-archive-volume-1,Cavalier Archive Volume 1,Stephen King,,English,4.13,8,"October 1, 2012",110,,73
https://www.goodreads.com/book/show/201624508-the-beggar-and-the-diamond,The Beggar and the Diamond,Stephen King,,English,3.67,9,"January 1, 1993",3,,3
https://www.goodreads.com/book/show/197215587-the-bachman-books,The Bachman Books,Stephen King,,,4.71,7,"Published January 1, 1985",Hardcover,3,12
https://www.goodreads.com/book/show/160466171-io-magazine-10,Io Magazine #10: Baseball Issue w/ Brooklyn August (poem) by Stephen King,Stephen King,,English,2.36,14,,232,,
https://www.goodreads.com/book/show/60045513,Земляничная весна,Stephen King,,Russian,4.13,8,,,,2
https://www.goodreads.com/book/show/58827334-stephen-king,Stephen King: The Stand - Das letzte Gefecht: Bd. 1,Stephen King,,German,4.13,8,"Published October 20, 2020",300,,2
https://www.goodreads.com/book/show/58796184,অ্যা গুড ম্যারিজ,Stephen King,,Bengali,4.13,8,"September 1, 2014",110,,3
https://www.goodreads.com/book/show/50765508-quatro-esta-es---vol-3---primavera-eterna,Quatro Estações - Vol. 3 - Primavera Eterna,Stephen King,,Portuguese,4.71,7,"Published January 1, 1998",99,,4
https://www.goodreads.com/book/show/41882139,"Я был подростком, грабившим могилы",Stephen King,,,3.67,9,,,,3
https://www.goodreads.com/book/show/32079007-stumm,Stumm: Story aus Sunset,Stephen King,,English,3.56,9,"Published September 19, 2016",68,,
https://www.goodreads.com/book/show/30762009-in-der-klemme,In der Klemme,Stephen King,,German,4.0,8,,ebook,,9
https://www.goodreads.com/book/show/35911040-det-m-rke-t-rn-1-del-4---de-langsomme-mutantene,"Det mørke tårn #1, Del 4 - De langsomme mutantene",Stephen King,,Norwegian,4.0,8,,Audiobook,,5
https://www.goodreads.com/book/show/7819643-it-4,It 〈4〉,Stephen King,,Japanese,4.57,7,"Published December 1, 1994",454,1 person is currently reading,17
https://www.goodreads.com/book/show/57814628-the-tale-of-gray-dick,The Tale of Gray Dick,Stephen King,,,4.0,8,"February 23, 2003",,1 person is currently reading,16
https://www.goodreads.com/book/show/49945445,Образът на смъртта,Stephen King,,,4.0,8,,128,,8
https://www.goodreads.com/book/show/43551004,דולורס קלייבורן,Stephen King,,,4.43,7,"Published January 1, 2005",206,,5
https://www.goodreads.com/book/show/34437863--,Я-дверь. Сборник фантастических рассказов,Stephen King,,Russian,3.88,8,"Published January 1, 1992",Unknown Binding,1 person is currently reading,9
https://www.goodreads.com/book/show/56405414-2021-stephen-king-catalog,2021 Stephen King Catalog: Stephen King Goes to the Movies,Stephen King,,,4.43,7,"Published November 10, 2020",132,1 person is currently reading,5
https://www.goodreads.com/book/show/29440737-klapperz-hne,Klapperzähne: Story aus Albträume,Stephen King,,German,3.88,8,"Published February 28, 2016",67,,13
https://www.goodreads.com/book/show/43179834--,স্টিফেন কিং-এর গল্প ৩,Stephen King,,Bengali,3.0,10,"May 1, 2011",176,,7
https://www.goodreads.com/book/show/49431535-d-solation,désolation,Stephen King,,,4.29,7,"Published January 1, 2018",824,1 person is currently reading,13
https://www.goodreads.com/book/show/48657840-nattmaror-och-dr-mlandskap---f-rsta-boken,Nattmaror och drömlandskap - Första Boken,Stephen King,,Swedish,4.29,7,"Published January 1, 1993",402,,5
https://www.goodreads.com/book/show/123370836-the-stand,The Stand: The Complete and Uncut Edition,Stephen King,,English,4.36,11,,Hardcover,6,5
https://www.goodreads.com/book/show/99765136-pokocha-a-toma-gordona,Pokochała Toma Gordona,Stephen King,,,3.67,9,"Published January 1, 2009",190,,1 person wants to read
https://www.goodreads.com/book/show/101444868-everything-s-eventual,Everything's Eventual: Part 2,Stephen King,,English,3.56,9,"Published November 8, 2002",1,1 person is currently reading,1 person wants to read
https://www.goodreads.com/book/show/204117879-briefe-aus-jerusalem---erz-hlungen-kosmischen-schreckens,Briefe aus Jerusalem - Erzählungen kosmischen Schreckens,Stephen King,,,3.88,8,"Published December 11, 2023",304,1 person is currently reading,3
https://www.goodreads.com/book/show/62099830,কিং’স,Stephen King,,Bengali,3.75,8,"Published January 1, 2021",96,,6
https://www.goodreads.com/book/show/48657840-nattmaror-och-dr-mlandskap---f-rsta-boken,Nattmaror och drömlandskap - Första Boken,Stephen King,,,4.29,7,"Published January 1, 1993",402,,5
https://www.goodreads.com/book/show/49431535-d-solation,désolation,Stephen King,,French,4.29,7,"Published January 1, 2018",824,1 person is currently reading,13
https://www.goodreads.com/book/show/43179834--,স্টিফেন কিং-এর গল্প ৩,Stephen King,,Bengali,3.0,10,"May 1, 2011",176,,7
https://www.goodreads.com/book/show/31226854,スタンド・バイ・ミー,Stephen King,,English,3.75,8,,Paperback,,8
https://www.goodreads.com/book/show/40978465-dark-tower-battle-of-jericho-hill-5-issue-1st-print-comic-set,Dark Tower Battle of Jericho Hill 5 Issue 1st Print Comic Set,Stephen King,,English,5.0,6,"Published June 8, 2010",160,,30
https://www.goodreads.com/book/show/11961978-bayang-bayang-temaram-night-shift-jilid-1,Bayang-bayang Temaram [Night Shift] jilid 1,Stephen King,,,4.14,7,"August 1, 1986",Paperback,2,34
https://www.goodreads.com/book/show/61307222-talisman-series-2-books-collection-set-by-stephen-king,Talisman Series 2 Books Collection Set By Stephen King,Stephen King,,English,4.14,7,"Published January 1, 2021",Paperback,1 person is currently reading,13
https://www.goodreads.com/book/show/61128207-i-figli-del-grano,I figli del grano,Stephen King,,Italian,4.14,7,"Published January 1, 1978",,,3
https://www.goodreads.com/book/show/38889396-superviviente,superviviente,Stephen King,,,4.14,7,,,,7
https://www.goodreads.com/book/show/33549800-stephen-king-fiction-collection-4-books-set,Stephen King Fiction Collection 4 Books Set,Stephen King,,English,4.83,6,,Paperback,2,47
https://www.goodreads.com/book/show/33387622-beneath-the-silver-sky,Beneath The Silver Sky: Brenden Badt's Bold Ballad,Stephen King,,English,4.67,6,"Published December 12, 2016",224,2,43
https://www.goodreads.com/book/show/201722834-posesi-n,Posesión,Stephen King,,Spanish; Castilian,3.5,8,,Paperback,,6
https://www.goodreads.com/book/show/4486934,Команда скелетов. Сердца в Атлантиде,Stephen King,,Russian,4.67,6,"Published May 27, 2004",1008,,
https://www.goodreads.com/book/show/13480904-horror-story-n-16,Horror Story n. 16,Stephen King,,Italian,4.67,6,"April 1, 1994",223,,98
https://www.goodreads.com/book/show/41877775,Отражение смерти,Stephen King,,,4.0,7,,,,5
https://www.goodreads.com/book/show/57570585-the-43rd-dream,The 43rd dream,Stephen King,,English,2.55,11,"January 29, 1966",2,,17
https://www.goodreads.com/book/show/50650429-america-the-literate,America the Literate,Stephen King,,,4.0,7,"Published January 1, 2003",,,26
https://www.goodreads.com/book/show/49117564-la-imagen-de-de-la-muerte,La imagen de de la muerte,Stephen King,,,3.5,8,,,,3
https://www.goodreads.com/book/show/36499214,Не выношу маленьких детей,Stephen King,,,4.67,6,,,1 person is currently reading,10
https://www.goodreads.com/book/show/43862715-protivostoyanie-5-iyulya-1990-10-yanvarya-1991,Protivostoyanie. 5 iyulya 1990â€”10 yanvarya 1991,Stephen King,,Russian,4.67,6,"Published January 1, 2018",992,,6
https://www.goodreads.com/book/show/43607076-etter-midnatt-i-ii,Etter Midnatt I-II,Stephen King,,Norwegian,4.67,6,"Published January 1, 1998",402,,3
https://www.goodreads.com/book/show/59547300-anatomie-de-l-horreur,Anatomie de l'horreur,Stephen King,,French,3.38,8,"Published September 1, 2020",888,,7
https://www.goodreads.com/book/show/1814315._,デッド・ゾーン 〈上〉,Stephen King,,Japanese,4.5,6,"January 1, 1979",380,,12
https://www.goodreads.com/book/show/125506674-the-drawing-of-the-three-the-dark-tower-book-2-publisher,"The Drawing of the Three (The Dark Tower, Book 2) Publisher: Signet; Revised edition",Stephen King,,English,3.86,7,"Published January 1, 2002",Paperback,,6
https://www.goodreads.com/book/show/161377217-dark-tower-series-stephen-king-vol-1-7-first-4-are-usually-paperback,"DARK TOWER SERIES, STEPHEN KING, VOL 1-7, first 4 are usually paperback, last 3 are usually hardcover.",Stephen King,,,4.5,6,,Unknown Binding,,18
https://www.goodreads.com/book/show/171104399-6-books-the-green-mile,(6 Books) the Green Mile: the serial thriller - the two dead girls; the mouse on the mile; coffey's hands;4. The bad death of eduard delacroix; night journey; coffey on the mile,Stephen King,,English,4.75,8.0,"Published January 1, 1995",598,,5
https://www.goodreads.com/book/show/36656060-stephen-kings-der-dunkle-turm-band-16---drei---der-seefahrer,"Stephen Kings Der dunkle Turm, Band 16 - Drei - Der Seefahrer: Bd. 16: Drei - Der Seefahrer",Stephen King,,German,4.43,7.0,"Published October 30, 2017",136,,1 person wants to read
https://www.goodreads.com/book/show/125649308-stephen-king-the-tommyknockers-first-edition-1987,Stephen King / The Tommyknockers First Edition 1987,Stephen King,,,4.29,7.0,,Unknown Binding,2,3
https://www.goodreads.com/book/show/60710191-ulkopuolinen,Ulkopuolinen,Stephen King,,,4.14,7.0,"January 1, 2018",688,,14
https://www.goodreads.com/book/show/133405353-the-stand-1st-first-edition-by-king-stephen-published-by-doubleday-1,"The Stand 1st (first) Edition by King, Stephen published by Doubleday (1978) Hardcover",Stephen King,,,4.67,6.0,"Published October 3, 1978",Hardcover,3,4
https://www.goodreads.com/book/show/149208215-the-talisman-by-stephen-king,The Talisman by Stephen King,Stephen King,,,3.86,7.0,,Paperback,,6
https://www.goodreads.com/book/show/42785741-sunset---stumm-und-andere-erzahlungen,Sunset - Stumm und andere Erzahlungen,Stephen King,,,3.71,7.0,"Published January 1, 2008",Audio CD,,5
https://www.goodreads.com/book/show/150237263-the-waste-lands-the-dark-tower-book-3-publisher,"The Waste Lands (The Dark Tower, Book 3) Publisher: Signet",Stephen King,,English,4.33,6.0,"Published January 1, 2004",Mass Market Paperback,,2
https://www.goodreads.com/book/show/63066825-salem-s-lot-rita-hayworth-and-shawshank-redemption-the-body-apt-pupi,"'Salem's Lot, Rita Hayworth and Shawshank Redemption, The Body, Apt Pupil 4 Books Collection Set By Stephen King",Stephen King,,English,4.33,6.0,"Published January 1, 2022",Paperback,,12
https://www.goodreads.com/book/show/168237172-the-dark-tower-iii,The Dark Tower III: The Waste Lands: Waste Lands v. 3 by Stephen King,Stephen King,,,3.71,7.0,,Paperback,1 person is currently reading,5
https://www.goodreads.com/book/show/199703383-first-pocket-books-printing-dreamcather-paperback-by-stephen-king-2001,(First Pocket Books Printing) Dreamcather Paperback By Stephen King 2001,Stephen King,,English,4.17,6.0,"Published January 1, 2001",Paperback,1 person is currently reading,9
https://www.goodreads.com/book/show/58236519-pesadelos-e-paisagens-noturnas-v-1,Pesadelos e paisagens noturnas v.1,Stephen King,,Portuguese,4.0,6.0,"September 29, 1993",335,,3
https://www.goodreads.com/book/show/57653878-juste-avant-le-cr-puscule-romans-nouvelles-recits-domaine-etranger,"Juste avant le crépuscule (Romans, Nouvelles, Recits (Domaine Etranger) t. 6139)",Stephen King,,French,4.0,6.0,"Published October 1, 2011",416,,
https://www.goodreads.com/book/show/60429925-donovan-s-brain,Donovan's Brain,Stephen King,,,3.0,8.0,"January 1, 1970",,,11
https://www.goodreads.com/book/show/151450712-wolves-of-call-dark-tower-1st-edition-1st-print-stephen-king,Wolves of Call Dark Tower 1st edition 1st print ! Stephen King,Stephen King,,,4.8,5.0,"Published January 1, 1908",Hardcover,1 person is currently reading,7
https://www.goodreads.com/book/show/53123528-the-leprechaun,The Leprechaun,Stephen King,,English,3.43,7.0,"January 1, 1983",5,,28
https://www.goodreads.com/book/show/139534319-der-anschlag,Der Anschlag,Stephen King,,,4.8,5.0,,Paperback,1 person is currently reading,2
https://www.goodreads.com/book/show/51999327-the-dark-tower-companion,The Dark Tower Companion,Stephen King,Graphic Novels,English,4.0,6.0,"Published January 1, 2011",Hardcover,1 person is currently reading,23
https://www.goodreads.com/book/show/23730809,คืนเปลี่ยว,Stephen King,,,4.0,6.0,"June 1, 2002",309,1 person is currently reading,11
https://www.goodreads.com/book/show/161895947-hearts-in-atlantis-part-2,Hearts in Atlantis Part 2,Stephen King,,English,3.83,6.0,"Published January 1, 1999",Audio CD,,1 person wants to read
https://www.goodreads.com/book/show/128902336-needul-things,Needul Things,Stephen King,,,4.6,5.0,"Published January 1, 1991",Hardcover,,4
https://www.goodreads.com/book/show/78205205-y-zyilin-firtinasi,,,,Turkish,,,,,,
https://www.goodreads.com/book/show/60633341-the-girl-who-loved-tom-gordon,The Girl Who Loved Tom Gordon,Stephen King,,English,3.29,7.0,"Published January 1, 1999",224,,8
https://www.goodreads.com/book/show/60429932-silence,Silence,Stephen King,,,2.88,8.0,"January 1, 1970",,,10
https://www.goodreads.com/book/show/60387691-harrison-state-park-68,Harrison State Park '68,Stephen King,,,2.56,9.0,"January 1, 1968",,,10
https://www.goodreads.com/book/show/33897614-11-22-63,11/22/63 下,Stephen King,,Japanese,4.6,5.0,"Published October 7, 2016",469,,1 person wants to read
https://www.goodreads.com/book/show/59353107-strawberry-spring-scripted,strawberry spring scripted,Stephen King,,,3.83,6.0,,,,1 person wants to read
https://www.goodreads.com/book/show/49410515-el-quinto-fragmento,El quinto fragmento,Stephen King,,Spanish; Castilian,3.29,7.0,,19,,6
https://www.goodreads.com/book/show/40793145-stephen-king-dark-tower-collection-4-books-set,Stephen King Dark Tower Collection 4 Books Set,Stephen King,,English,4.6,5.0,"Published January 1, 2017",Paperback,,15
https://www.goodreads.com/book/show/59236366-a-s-rk-ny-szeme,A sárkány szeme,Stephen King,,Hungarian,4.2,5.0,"January 1, 1987",342,,4
https://www.goodreads.com/book/show/42420291-slutspil---1-i-d-dens-skygge,Slutspil - 1. I dødens skygge,Stephen King,,Danish,4.0,7.0,"January 1, 1978",216,,5
https://www.goodreads.com/book/show/143585220-rush-call,Rush Call,Stephen King,,English,3.71,7.0,"January 1, 1960",4,,6
https://www.goodreads.com/book/show/60380620-sunset,Sunset,Stephen King,,German,3.43,7.0,"January 1, 2008",479,,15
https://www.goodreads.com/book/show/18525187-r-m-lmok-s-lid-rcek-1,Rémálmok és lidércek 1.,Stephen King,,Hungarian,4.0,6.0,"January 1, 1993",410,,15
https://www.goodreads.com/book/show/123043244-the-stand-1st-1978-edition-stated-first-edition,"The Stand, 1st (1978) Edition. Stated First Edition.",Stephen King,,English,4.0,6.0,"Published January 1, 1978",Hardcover,,5
https://www.goodreads.com/book/show/26065893,ドクター・スリープ（上） シャイニング,Stephen King,,,4.4,5.0,"Published June 15, 2015",422,,6
https://www.goodreads.com/book/show/26449079,Первосортная гармония,Stephen King,,,3.67,6.0,,Paperback,,13
https://www.goodreads.com/book/show/32766185-brenden-badt-s-bold-ballad,Brenden Badt's Bold Ballad: Behold The Harvest Moon,Stephen King,,,3.67,6.0,"Published October 20, 2016",190,5,44
https://www.goodreads.com/book/show/60424603-fenway-and-the-great-white-whale,Fenway and the Great White Whale,Stephen King,,,3.67,6.0,"July 12, 1999",,,8
https://www.goodreads.com/book/show/33817994-de-grafschenners-en-andere-griezelverhalen,De grafschenners en andere griezelverhalen,Stephen King,,,3.67,6.0,,ebook,,19
https://www.goodreads.com/book/show/34373429,Ο δράκουλας του Σάλεμς Λοτ,Stephen King,,"Greek, Modern (1453-)",4.4,5.0,"January 1, 1975",287,,10
https://www.goodreads.com/book/show/60407887-the-revelations-of-becka-paulson,The Revelations of 'Becka Paulson,Stephen King,,,3.67,6.0,"July 1, 1984",,,7
https://www.goodreads.com/book/show/43710388-siyanie,Siyanie,Stephen King,,,4.4,5.0,"Published January 1, 2019",640,,5
https://www.goodreads.com/book/show/60387698-the-hardcase-speaks,The Hardcase Speaks,Stephen King,,,3.14,7.0,"January 1, 1971",,,7
https://www.goodreads.com/book/show/63276649-from-a-buick-8,FROM A BUICK 8,Stephen King,,,4.4,5.0,"Published January 1, 2002",Paperback,,4
https://www.goodreads.com/book/show/51210677-notes,Notes,Stephen King,,,4.2,5.0,,ebook,,24
https://www.goodreads.com/book/show/61307071,هفت‌تیر‌کش,Stephen King,,Persian,4.2,5.0,,364,,1 person wants to read
https://www.goodreads.com/book/show/60676360,شهر بازی,Stephen King,,Persian,4.2,5.0,"Published July 6, 2021",282,,2
https://www.goodreads.com/book/show/60387706-in-the-key-chords-of-dawn,In the Key-Chords of Dawn,Stephen King,,,3.0,7.0,"January 1, 1971",,,6
https://www.goodreads.com/book/show/200866352-sleeping-beauties-comics-sleeping-beauties-tome-2,"Sleeping Beauties (Comics Sleeping Beauties, Tome 2)",Stephen King,,French,4.2,5.0,"Published November 2, 2023",Kindle Edition,,2
https://www.goodreads.com/book/show/35516312-stephen-king-desk-calendar-2007,Stephen King Desk Calendar 2007,Stephen King,,,4.2,5.0,"Published January 1, 2006",Spiral-bound,,25
https://www.goodreads.com/book/show/32877368-stephen-kings-der-dunkle-turm-band-14---drei---die-herrin-der-schatten,"Stephen Kings Der dunkle Turm, Band 14 - Drei - Die Herrin der Schatten",Stephen King,,German,3.5,6.0,"Published August 23, 2016",136,,
https://www.goodreads.com/book/show/30833229-victory,Victory,Stephen King,,,2.33,9.0,"Published June 30, 2016",171,,
https://www.goodreads.com/book/show/62099919,কিং’স—২,Stephen King,,Bengali,3.33,6.0,"Published January 1, 2021",96,,5
https://www.goodreads.com/book/show/53357131-sabes-que-tienen-una-gran-banda,sabes que tienen una gran banda,Stephen King,,,4.0,5.0,,,,4
https://www.goodreads.com/book/show/59236205-jszakai-utaz-s,Éjszakai utazás,Stephen King,,,5.0,4.0,"January 1, 1996",112,,2
https://www.goodreads.com/book/show/57862105-the-stand---das-letzte-gefecht-band-2,The Stand - Das letzte Gefecht (Band 2): Bd. 2,Stephen King,,German,4.0,5.0,"Published March 30, 2021",300,,
https://www.goodreads.com/book/show/53013899-tour-sombre-t1---le-pistolero-la-imaginaire,Tour sombre t1 - le pistolero (La) (IMAGINAIRE,Stephen King,,,4.0,5.0,"Published November 1, 1998",240,,1 person wants to read
https://www.goodreads.com/book/show/51637372-kara-kule---mahser-trips-cizgi-roman-set---7-kitap-takim,Kara Kule - Mahser Trips Cizgi Roman Set - 7 Kitap Takim,Stephen King,,,5.0,4.0,"Published January 1, 2014",Unknown Binding,,7
https://www.goodreads.com/book/show/25873823-mystery,Mystery,Stephen King,,English,4.0,5.0,,Paperback,2,79
https://www.goodreads.com/book/show/123447996-danse-macabre-by-stephen-king,Danse Macabre by Stephen King,Stephen King,Nonfiction,English,3.63,8.0,"Published January 1, 1794",Paperback,4,11
https://www.goodreads.com/book/show/163553423-complete-dark-tower-series,Complete Dark Tower Series,Stephen King,,English,5.0,5.0,"Published January 1, 2004",Hardcover,,2
https://www.goodreads.com/book/show/157872619-mroczna-polowa,Mroczna polowa,Stephen King,,,4.17,6.0,"Published January 1, 2021",480,1 person is currently reading,5
https://www.goodreads.com/book/show/59978737-ca---tome-1-litt-rature-trang-re,Ca - tome 1 (Littérature étrangère),Stephen King,,,4.17,6.0,"Published May 20, 2010",837,1 person is currently reading,4
https://www.goodreads.com/book/show/58268110-stark-the-dark-half-roman,Stark. 'The Dark Half'. Roman.,Stephen King,,German,3.83,6.0,"Published January 1, 1997",Perfect Paperback,1 person is currently reading,7
https://www.goodreads.com/book/show/57862105-the-stand---das-letzte-gefecht-band-2,The Stand - Das letzte Gefecht (Band 2): Bd. 2,Stephen King,,German,4.0,5.0,"Published March 30, 2021",300,,
https://www.goodreads.com/book/show/190994820-de-gloed,De gloed,Stephen King,,English,4.0,5.0,"Published November 12, 2022",817,1 person is currently reading,4
https://www.goodreads.com/book/show/184567001-la-c-pula,La Cúpula,Stephen King,,,4.0,5.0,"Published June 7, 2011",Paperback,1 person is currently reading,12
https://www.goodreads.com/book/show/133468502-silver-bullet---includes-stephen-king-s-cycle-of-the-werewolf-the-compl,"Silver Bullet - Includes Stephen King's Cycle Of The Werewolf, The Complete Silver Bullet Screenplay & A New Forword...",Stephen King,,,4.0,5.0,,Unknown Binding,1 person is currently reading,3
https://www.goodreads.com/book/show/62099919,কিং’স—২,Stephen King,,Bengali,3.33,6.0,"Published January 1, 2021",96,,5
https://www.goodreads.com/book/show/59918648-es,ES,Stephen King,,German,5.0,4.0,"January 1, 1986",1214,3,4
https://www.goodreads.com/book/show/59236205-jszakai-utaz-s,Éjszakai utazás,Stephen King,,,5.0,4.0,"January 1, 1996",112,,2
https://www.goodreads.com/book/show/19444829-noir-comme-l-amour,Noir comme l'amour,Stephen King,,,3.33,6.0,"Published October 18, 2000",504,1 person is currently reading,22
https://www.goodreads.com/book/show/25873823-mystery,Mystery,Stephen King,,English,4.0,5.0,,Paperback,2,79
https://www.goodreads.com/book/show/53013899-tour-sombre-t1---le-pistolero-la-imaginaire,Tour sombre t1 - le pistolero (La) (IMAGINAIRE,Stephen King,,,4.0,5.0,"Published November 1, 1998",240,,1 person wants to read
https://www.goodreads.com/book/show/31391831-turnschuhe,Turnschuhe: Story aus Albträume,Stephen King,,,4.0,5.0,"Published June 6, 2016",59,,
https://www.goodreads.com/book/show/32063157-hinterlassenschaften,Hinterlassenschaften: Story aus Sunset (Story Selection 37),Stephen King,,German,4.0,5.0,"Published September 5, 2016",50,,
https://www.goodreads.com/book/show/51637372-kara-kule---mahser-trips-cizgi-roman-set---7-kitap-takim,Kara Kule - Mahser Trips Cizgi Roman Set - 7 Kitap Takim,Stephen King,,Turkish,5.0,4.0,"Published January 1, 2014",Unknown Binding,,7
https://www.goodreads.com/book/show/53357131-sabes-que-tienen-una-gran-banda,sabes que tienen una gran banda,Stephen King,,,4.0,5.0,,,,4
https://www.goodreads.com/book/show/42651298-stephen-king-new-cover-series-no-21-dark-tower-gunslinger,Stephen King New Cover Series No. 21 Dark Tower Gunslinger,Stephen King,,English,4.0,5.0,"Published July 18, 2017",Hardcover,,28
https://www.goodreads.com/book/show/41124812-nachtschicht-ii,Nachtschicht II,Stephen King,Audiobook,German,4.0,5.0,"Published January 1, 2008",Audio CD,,5
https://www.goodreads.com/book/show/36678793,คืนหลอน,Stephen King,,,3.33,6.0,"Published March 1, 2003",206,,7
https://www.goodreads.com/book/show/45999538-willow,Willow,Stephen King,,,3.8,5.0,,,,35
https://www.goodreads.com/book/show/26174140,ドクター・スリープ（下） シャイニング,Stephen King,,,4.75,4.0,"Published June 15, 2015",455,,5
https://www.goodreads.com/book/show/150538066-cose-preziose-l-ultima-storia-di-castle-rock-stephen-king-italian-prec,Cose Preziose L'Ultima Storia Di Castle Rock Stephen King (Italian) Precious Things - The Last Castle Rock Story,Stephen King,,Italian,4.75,4.0,"Published January 1, 1992",Hardcover,3,3
https://www.goodreads.com/book/show/59978722-2-stephen-king-books--1-11-22-63---a-novel-2-wolves-of-the-carra,2 Stephen King Books! -1) 11/22/63 - A Novel 2) Wolves of the Carra,Stephen King,,English,4.75,4.0,"Published January 1, 2006",Paperback,1 person is currently reading,18
https://www.goodreads.com/book/show/59236427-a-talizm-n,A talizmán,Stephen King,,,3.8,5.0,"January 1, 1984",860,,2
https://www.goodreads.com/book/show/48559874-dark-tides,Dark Tides: A Charity Horror Anthology,Stephen King,,,3.8,5.0,"Published October 1, 2019",498,,56
https://www.goodreads.com/book/show/55595088-dark-tower-gunslinger-sheemies-tale-limited-release-2-issue-1st-print-co,Dark Tower Gunslinger Sheemies Tale Limited Release 2 Issue 1st Print Comics Set,Stephen King,,English,3.8,5.0,"Published April 10, 2013",64,,13
