Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read,Age at Publication
https://www.goodreads.com/book/show/11588.The_Shining,The Shining,Stephen King,Horror,English,4.28,"1,576,607",1977-01-28,497.0,39500.0,973000.0,29.35523613963039
https://www.goodreads.com/book/show/830502.It,It,Stephen King,Horror,English,4.24,"1,174,602",1986-09-15,1116.0,64100.0,855000.0,38.98425735797399
https://www.goodreads.com/book/show/87591651-the-stand,The Stand,Stephen King,Horror,English,4.35,"788,991",1978-10-03,299.0,44200.0,496000.0,31.033538672142367
https://www.goodreads.com/book/show/10614.Misery,Misery,Stephen King,Horror,English,4.23,"776,841",1987-06-08,370.0,15400.0,459000.0,39.71252566735113
https://www.goodreads.com/book/show/10592.Carrie,Carrie,Stephen King,Horror,English,3.99,"773,072",1974-04-05,272.0,11400.0,405000.0,26.537987679671456
https://www.goodreads.com/book/show/33124137-pet-sematary,Pet Sematary,Stephen King,Horror,English,4.07,"635,191",1983-11-14,580.0,15300.0,301000.0,36.14784394250513
https://www.goodreads.com/book/show/10644930-11-22-63,11/22/63,Stephen King,Fiction,English,4.34,"577,183",2011-11-08,849.0,36400.0,538000.0,64.13141683778234
https://www.goodreads.com/book/show/11590._Salem_s_Lot,’Salem’s Lot,Stephen King,Horror,English,4.1,"609,744",1975-10-17,483.0,19400.0,279000.0,28.071184120465436
https://www.goodreads.com/book/show/43615.The_Gunslinger,The Gunslinger,Stephen King,Fantasy,English,3.92,"631,986",1982-06-01,231.0,22400.0,348000.0,34.69404517453799
https://www.goodreads.com/book/show/11566.The_Green_Mile,The Green Mile,Stephen King,Horror,English,4.48,"336,470",1996-01-01,592.0,0.0,213000.0,48.27926078028747
https://www.goodreads.com/book/show/18775247-mr-mercedes,Mr. Mercedes,Stephen King,Horror,English,4.03,"342,559",2014-06-03,437.0,16600.0,269000.0,66.69952087611225
https://www.goodreads.com/book/show/36124936-the-outsider,The Outsider,Stephen King,Horror,English,4.01,"337,116",2018-05-22,561.0,33600.0,377000.0,70.66666666666667
https://www.goodreads.com/book/show/10569.On_Writing,On Writing: A Memoir of the Craft,Stephen King,Nonfiction,English,4.34,"299,557",2000-01-01,320.0,17100.0,300000.0,52.27926078028747
https://www.goodreads.com/book/show/43798285-the-institute,The Institute,Stephen King,Horror,English,4.2,"301,004",2019-09-10,561.0,30500.0,344000.0,71.96988364134155
https://www.goodreads.com/book/show/6320534-under-the-dome,Under the Dome,Stephen King,Horror,English,3.92,"309,526",2009-01-01,1074.0,12800.0,236000.0,61.281314168377826
https://www.goodreads.com/book/show/60177373-fairy-tale,Fairy Tale,Stephen King,Fantasy,English,4.1,"284,285",2022-09-06,599.0,38100.0,316000.0,74.9596167008898
https://www.goodreads.com/book/show/5094.The_Drawing_of_the_Three,The Drawing of the Three,Stephen King,Fantasy,English,4.23,"273,072",1987-05-01,463.0,0.0,77400.0,39.60848733744011
https://www.goodreads.com/book/show/10603.Cujo,Cujo,Stephen King,Horror,Spanish; Castilian,3.79,"300,485",1981-01-01,432.0,0.0,166000.0,33.281314168377826
https://www.goodreads.com/book/show/16130549-doctor-sleep,Doctor Sleep,Stephen King,Horror,English,4.13,"275,409",2013-09-24,531.0,15000.0,239000.0,66.00958247775496
https://www.goodreads.com/book/show/107291.Needful_Things,Needful Things,Stephen King,Horror,English,3.97,"262,144",1991-10-01,790.0,0.0,126000.0,44.02737850787132
https://www.goodreads.com/book/show/34084.The_Waste_Lands,The Waste Lands,Stephen King,Fantasy,English,4.25,"231,924",1991-08-01,422.0,0.0,69400.0,43.860369609856264
https://www.goodreads.com/book/show/10629.Christine,Christine,Stephen King,Horror,French,3.85,"250,718",1983-04-29,411.0,0.0,123000.0,35.60301163586585
https://www.goodreads.com/book/show/233667.Firestarter,Firestarter,Stephen King,Horror,English,3.92,"236,277",1980-09-29,564.0,0.0,120000.0,33.02395619438741
https://www.goodreads.com/book/show/39662.Different_Seasons,Different Seasons,Stephen King,Horror,English,4.36,"211,665",1982-01-01,560.0,0.0,122000.0,34.280629705681044
https://www.goodreads.com/book/show/11573.The_Dead_Zone,The Dead Zone,Stephen King,Horror,English,3.97,"232,265",1979-08-30,402.0,0.0,115000.0,31.939767282683093
https://www.goodreads.com/book/show/5096.Wizard_and_Glass,Wizard and Glass,Stephen King,Fantasy,English,4.26,"207,573",1997-11-04,845.0,0.0,69300.0,50.12183436002738
https://www.goodreads.com/book/show/10567.Cell,Cell,Stephen King,Horror,English,3.66,"228,575",2006-01-24,449.0,0.0,121000.0,58.34360027378508
https://www.goodreads.com/book/show/4978.Wolves_of_the_Calla,Wolves of the Calla,Stephen King,Fantasy,English,4.2,"191,476",2003-11-04,960.0,0.0,68000.0,56.120465434633815
https://www.goodreads.com/book/show/10589.Bag_of_Bones,Bag of Bones,Stephen King,Horror,English,3.92,"204,139",1998-09-22,736.0,0.0,124000.0,51.00342231348392
https://www.goodreads.com/book/show/5091.The_Dark_Tower,The Dark Tower,Stephen King,Fantasy,English,4.28,"179,544",2004-09-21,1050.0,0.0,77700.0,57.002053388090346
https://www.goodreads.com/book/show/10628.Night_Shift,Night Shift,Stephen King,Horror,English,4.04,"188,700",1978-01-01,409.0,0.0,123000.0,30.28062970568104
https://www.goodreads.com/book/show/56852407-billy-summers,Billy Summers,Stephen King,Fiction,English,4.19,"171,115",2021-08-03,517.0,14400.0,200000.0,73.8672142368241
https://www.goodreads.com/book/show/23492589-finders-keepers,Finders Keepers,Stephen King,Fiction,English,4.07,"168,324",2015-06-02,434.0,0.0,99400.0,67.69609856262834
https://www.goodreads.com/book/show/5093.Song_of_Susannah,Song of Susannah,Stephen King,Fantasy,English,3.99,"165,653",2004-06-08,544.0,0.0,63300.0,56.714579055441476
https://www.goodreads.com/book/show/11570.Dreamcatcher,Dreamcatcher,Stephen King,Horror,English,3.66,"179,881",2001-02-20,688.0,0.0,87600.0,53.41820670773443
https://www.goodreads.com/book/show/13596166-joyland,Joyland,Stephen King,Horror,English,3.93,"166,821",2013-01-01,285.0,0.0,91800.0,65.28131416837782
https://www.goodreads.com/book/show/813214.The_Mist,The Mist,Stephen King,Horror,English,3.94,"165,374",1980-08-29,176.0,0.0,100000.0,32.93908281998631
https://www.goodreads.com/book/show/7278752-dolores-claiborne,Dolores Claiborne,Stephen King,Horror,English,3.93,"160,421",1992-11-01,388.0,0.0,66700.0,45.11430527036276
https://www.goodreads.com/book/show/10585.Insomnia,Insomnia,Stephen King,Horror,Spanish; Castilian,3.83,"161,106",1994-01-01,896.0,0.0,103000.0,46.280629705681044
https://www.goodreads.com/book/show/11564.The_Girl_Who_Loved_Tom_Gordon,The Girl Who Loved Tom Gordon,Stephen King,Horror,English,3.64,"169,111",1999-04-06,264.0,0.0,74900.0,51.540041067761805
https://www.goodreads.com/book/show/32692.Gerald_s_Game,Gerald's Game,Stephen King,Horror,English,3.58,"169,075",1992-01-01,332.0,0.0,93900.0,44.27926078028747
https://www.goodreads.com/book/show/25526965-end-of-watch,End of Watch,Stephen King,Horror,English,4.11,"138,559",2016-06-07,432.0,0.0,112000.0,68.71184120465435
https://www.goodreads.com/book/show/17660.The_Tommyknockers,The Tommyknockers,Stephen King,Horror,English,3.6,"157,719",1987-11-10,747.0,0.0,68000.0,40.1368925393566
https://www.goodreads.com/book/show/10584.Desperation,Desperation,Stephen King,Horror,English,3.86,"146,604",1996-01-01,547.0,0.0,77800.0,48.27926078028747
https://www.goodreads.com/book/show/65916344-holly,Holly,Stephen King,Horror,English,4.1,"136,862",2023-09-05,449.0,15600.0,220000.0,75.95619438740589
https://www.goodreads.com/book/show/11597.The_Dark_Half,The Dark Half,Stephen King,Horror,English,3.81,"146,476",1989-01-01,469.0,68.0,0.0,41.281314168377826
https://www.goodreads.com/book/show/59219.The_Talisman,The Talisman,Stephen King,Horror,English,4.11,"134,367",1984-11-08,656.0,0.0,80400.0,37.13347022587269
https://www.goodreads.com/book/show/54798175-later,Later,Stephen King,Horror,,3.97,"135,723",2021-03-02,248.0,0.0,87300.0,73.44558521560575
https://www.goodreads.com/book/show/10611.The_Eyes_of_the_Dragon,The Eyes of the Dragon,Stephen King,Fantasy,English,3.94,"135,385",1987-02-02,427.0,0.0,61700.0,39.36755646817249
https://www.goodreads.com/book/show/38355410-elevation,Elevation,Stephen King,Fiction,English,3.64,"146,104",2018-10-30,146.0,0.0,124000.0,71.10746064339493
https://www.goodreads.com/book/show/13440.Skeleton_Crew,Skeleton Crew,Stephen King,Horror,English,3.97,"129,784",1985-06-21,612.0,0.0,75900.0,37.74948665297741
https://www.goodreads.com/book/show/472343.Duma_Key,Duma Key,Stephen King,Horror,English,3.98,"129,031",2008-01-22,611.0,0.0,71500.0,60.336755646817245
https://www.goodreads.com/book/show/20926278-revival,Revival,Stephen King,Horror,English,3.8,"132,157",2014-11-11,405.0,0.0,76900.0,67.14031485284052
https://www.goodreads.com/book/show/7912007-full-dark-no-stars,"Full Dark, No Stars",Stephen King,Horror,English,4.08,"113,187",2011-01-01,368.0,0.0,95900.0,63.279945242984255
https://www.goodreads.com/book/show/133266.Four_Past_Midnight,Four Past Midnight,Stephen King,Horror,English,3.95,"112,388",1990-01-01,930.0,0.0,60800.0,42.280629705681044
https://www.goodreads.com/book/show/10619.Rose_Madder,Rose Madder,Stephen King,Horror,English,3.75,"118,056",1995-01-01,595.0,0.0,58900.0,47.279945242984255
https://www.goodreads.com/book/show/46015758-if-it-bleeds,If It Bleeds,Stephen King,Horror,English,3.98,"108,496",2020-04-21,438.0,388.0,152000.0,72.58316221765914
https://www.goodreads.com/book/show/10579.Everything_s_Eventual,Everything's Eventual,Stephen King,Horror,English,3.97,"104,492",2002-03-19,605.0,0.0,64600.0,54.49144421629021
https://www.goodreads.com/book/show/11602.Hearts_in_Atlantis,Hearts in Atlantis,Stephen King,Horror,English,3.86,"98,737",1999-09-14,640.0,0.0,45700.0,51.98083504449008
https://www.goodreads.com/book/show/12341557-the-wind-through-the-keyhole,The Wind Through the Keyhole,Stephen King,Fantasy,English,4.14,"87,501",2012-02-21,322.0,0.0,12400.0,64.41889117043121
https://www.goodreads.com/book/show/10588.Nightmares_and_Dreamscapes,Nightmares and Dreamscapes,Stephen King,Horror,English,3.95,"85,129",1993-09-29,836.0,0.0,52400.0,46.02327173169062
https://www.goodreads.com/book/show/10566.Lisey_s_Story,Lisey's Story,Stephen King,Horror,English,3.7,"90,260",2006-01-01,513.0,0.0,67200.0,58.280629705681044
https://www.goodreads.com/book/show/34466922-sleeping-beauties,Sleeping Beauties,Stephen King,Horror,English,3.73,"88,661",2017-09-26,702.0,10400.0,144000.0,70.01505817932923
https://www.goodreads.com/book/show/34430839-gwendy-s-button-box,Gwendy's Button Box,Stephen King,Horror,English,3.92,"74,196",2017-05-16,171.0,0.0,50500.0,69.65092402464066
https://www.goodreads.com/book/show/10607.Black_House,Black House,Stephen King,Horror,English,4.04,"65,759",2001-01-01,659.0,0.0,44500.0,53.281314168377826
https://www.goodreads.com/book/show/23512999-the-bazaar-of-bad-dreams,The Bazaar of Bad Dreams,Stephen King,Horror,English,3.92,"64,114",2015-11-03,495.0,0.0,56600.0,68.11772758384669
https://www.goodreads.com/book/show/22076.From_a_Buick_8,From a Buick 8,Stephen King,Horror,English,3.48,"71,601",2002-09-24,356.0,0.0,35400.0,55.00889801505818
https://www.goodreads.com/book/show/2906039-just-after-sunset,Just After Sunset,Stephen King,Horror,English,3.88,"57,623",2008-11-11,367.0,0.0,46100.0,61.14168377823409
https://www.goodreads.com/book/show/550844.Cycle_of_the_Werewolf,Cycle of the Werewolf,Stephen King,Horror,English,3.66,"60,835",1983-11-01,128.0,825.0,42600.0,36.11225188227242
https://www.goodreads.com/book/show/39664.Rita_Hayworth_and_Shawshank_Redemption,Rita Hayworth and Shawshank Redemption,Stephen King,Fiction,English,4.5,"49,365",1982-01-01,181.0,0.0,30800.0,34.280629705681044
https://www.goodreads.com/book/show/201242757-you-like-it-darker,You Like It Darker,Stephen King,Horror,English,4.26,"51,136",2024-05-21,502.0,13600.0,128000.0,76.66529774127311
https://www.goodreads.com/book/show/10574.The_Colorado_Kid,The Colorado Kid,Stephen King,Mystery,English,3.38,"55,273",2005-10-04,178.0,0.0,27700.0,58.03696098562629
https://www.goodreads.com/book/show/92227.The_Two_Dead_Girls,The Two Dead Girls,Stephen King,Horror,English,4.51,"37,267",1996-03-28,92.0,271.0,29300.0,48.51745379876797
https://www.goodreads.com/book/show/102733.One_Past_Midnight,One Past Midnight: The Langoliers,Stephen King,Horror,English,3.93,"42,685",1990-09-24,9.0,522.0,13300.0,43.00889801505818
https://www.goodreads.com/book/show/11580.Creepshow,Creepshow,Stephen King,Horror,English,4.07,"38,821",1982-07-01,66.0,189.0,25500.0,34.776180698151954
https://www.goodreads.com/book/show/10618.Apt_Pupil,Apt Pupil,Stephen King,Horror,English,3.92,"37,739",1982-08-27,179.0,837.0,18800.0,34.93223819301848
https://www.goodreads.com/book/show/38926465-the-body,The Body,Stephen King,Horror,English,4.02,"27,674",1982-08-27,192.0,0.0,23900.0,34.93223819301848
https://www.goodreads.com/book/show/11563.Danse_Macabre,Danse Macabre,Stephen King,Horror,English,3.67,"29,750",1981-04-20,400.0,0.0,27400.0,33.57973990417522
https://www.goodreads.com/book/show/12070846-mile-81,Mile 81,Stephen King,Horror,English,3.67,"29,035",2011-01-01,80.0,0.0,22500.0,63.279945242984255
https://www.goodreads.com/book/show/15825932-in-the-tall-grass,In the Tall Grass,Stephen King,Horror,English,3.64,"28,556",2012-10-09,2.0,0.0,23900.0,65.05133470225873
https://www.goodreads.com/book/show/13451.Storm_of_the_Century,Storm of the Century,Stephen King,Horror,English,3.96,"25,145",1999-02-01,376.0,210.0,21300.0,51.36481861738535
https://www.goodreads.com/book/show/5417.Carrie_Salem_s_Lot_The_Shining,Carrie / 'Salem's Lot / The Shining,Stephen King,Horror,English,4.57,"20,269",1983-01-01,1096.0,399.0,0.0,35.279945242984255
https://www.goodreads.com/book/show/6356190-the-little-sisters-of-eluria,The Little Sisters of Eluria,Stephen King,Fantasy,English,4.18,"21,283",1998-01-01,312.0,88.0,26700.0,50.280629705681044
https://www.goodreads.com/book/show/22844188-a-good-marriage,A Good Marriage,Stephen King,Horror,English,3.84,"21,518",2014-09-01,4.0,0.0,14000.0,66.94592744695414
https://www.goodreads.com/book/show/228199.The_Bad_Death_of_Eduard_Delacroix,The Bad Death of Eduard Delacroix,Stephen King,Horror,English,4.54,"18,110",1996-06-27,90.0,59.0,0.0,48.766598220396986
https://www.goodreads.com/book/show/228198.Coffey_s_Hands,Coffey's Hands,Stephen King,Horror,English,4.52,"18,152",1996-05-30,90.0,78.0,0.0,48.68993839835729
https://www.goodreads.com/book/show/7940591-blockade-billy,Blockade Billy,Stephen King,Horror,English,3.48,"23,548",2010-01-01,112.0,298.0,13000.0,62.280629705681044
https://www.goodreads.com/book/show/6251012-ur,UR,Stephen King,Horror,English,3.76,"21,668",2009-02-12,61.0,866.0,12200.0,61.39630390143737
https://www.goodreads.com/book/show/71823.Coffey_on_the_Mile,Coffey on the Mile,Stephen King,Horror,English,4.59,"17,639",1996-08-29,138.0,48.0,0.0,48.93908281998631
https://www.goodreads.com/book/show/59366265-gwendy-s-final-task,Gwendy's Final Task,Stephen King,Horror,English,4.07,"19,766",2022-02-15,288.0,0.0,45200.0,74.40383299110198
https://www.goodreads.com/book/show/228194.The_Mouse_on_the_Mile,The Mouse on the Mile,Stephen King,Horror,English,4.47,"17,749",1996-04-25,92.0,133.0,0.0,48.59411362080767
https://www.goodreads.com/book/show/22844166-1922,1922,Stephen King,Horror,English,3.91,"20,048",2010-11-09,132.0,0.0,15600.0,63.134839151266256
https://www.goodreads.com/book/show/228200.Night_Journey,Night Journey,Stephen King,Horror,English,4.53,"16,478",1996-07-25,90.0,58.0,0.0,48.84325804243669
https://www.goodreads.com/book/show/11605.Riding_the_Bullet,Riding the Bullet,Stephen King,Horror,English,3.66,"18,864",2000-01-01,66.0,269.0,0.0,52.27926078028747
https://www.goodreads.com/book/show/6907672-the-talisman-volume-1,The Talisman (Volume 1): The Road of Trials,Stephen King,Graphic Novels,English,4.34,"13,318",2009-01-01,160.0,17.0,0.0,61.281314168377826
https://www.goodreads.com/book/show/12274389-the-dark-tower-series,The Dark Tower Series: Books 1-7,Stephen King,Fantasy,English,4.62,"12,244",2005-01-01,3914.0,250.0,10500.0,57.281314168377826
https://www.goodreads.com/book/show/17826887-children-of-the-corn,Children of the Corn,Stephen King,Horror,English,3.9,"11,798",1977-03-01,50.0,424.0,0.0,29.44284736481862
https://www.goodreads.com/book/show/18528452-under-the-dome,Under the Dome: Part One,Stephen King,Horror,English,4.05,"11,114",2009-11-01,656.0,282.0,0.0,62.11362080766598
https://www.goodreads.com/book/show/133268.Two_Past_Midnight,"Two Past Midnight: Secret Window, Secret Garden",Stephen King,Horror,English,3.95,"11,373",1990-09-24,140.0,98.0,0.0,43.00889801505818
https://www.goodreads.com/book/show/40138871-laurie,Laurie,Stephen King,Short Stories,English,3.66,"11,974",2018-05-17,32.0,0.0,0.0,70.652977412731
https://www.goodreads.com/book/show/17284577-guns,Guns,Stephen King,Nonfiction,English,4.18,"9,523",2013-01-25,25.0,617.0,0.0,65.347022587269
https://www.goodreads.com/book/show/458450.The_Dark_Tower_1_3,The Dark Tower #1-3,Stephen King,Fantasy,English,4.46,"8,529",1991-10-01,1008.0,61.0,0.0,44.02737850787132
https://www.goodreads.com/book/show/666371.Selections_from_Skeleton_Crew,Selections from Skeleton Crew,Stephen King,Horror,English,4.31,"8,611",1985-06-21,4.0,67.0,0.0,37.74948665297741
https://www.goodreads.com/book/show/11572.Quitters_Inc,"Quitters, Inc",Stephen King,Horror,English,4.06,"9,105",1978-01-01,19.0,23.0,0.0,30.28062970568104
https://www.goodreads.com/book/show/32715.Desperation_The_Regulators,Desperation / The Regulators: Box Set,Stephen King,Horror,English,4.21,"7,963",1996-01-01,1075.0,112.0,0.0,48.27926078028747
https://www.goodreads.com/book/show/20957235-1408,وقصص أخرى 1408,Stephen King,Horror,Arabic,3.89,"8,066",2014-01-01,291.0,61.0,0.0,66.28062970568104
https://www.goodreads.com/book/show/133267.Three_Past_Midnight,Three Past Midnight: The Library Policeman,Stephen King,Horror,English,3.86,"7,880",1990-01-01,540.0,53.0,0.0,42.280629705681044
https://www.goodreads.com/book/show/32667.Blood_and_Smoke,Blood and Smoke,Stephen King,Horror,English,3.88,"7,721",1999-11-22,4.0,31.0,0.0,52.16974674880219
https://www.goodreads.com/book/show/15803680-a-face-in-the-crowd,A Face in the Crowd,Stephen King,Horror,English,3.64,"8,092",2012-08-21,50.0,0.0,0.0,64.91718001368925
https://www.goodreads.com/book/show/3365119-four-past-midnight,Four Past Midnight: The Sun Dog,Stephen King,Horror,English,3.69,"7,428",1990-09-24,7.0,900.0,0.0,43.00889801505818
https://www.goodreads.com/book/show/1793995.The_Gingerbread_Girl,The Gingerbread Girl,Stephen King,Horror,English,3.61,"7,462",2008-01-01,2.0,49.0,0.0,60.27926078028747
https://www.goodreads.com/book/show/39217966-flight-or-fright,Flight or Fright: 17 Turbulent Tales,Stephen King,Horror,English,3.49,"6,759",2018-09-04,332.0,0.0,12800.0,70.95414099931554
https://www.goodreads.com/book/show/5092.The_Dark_Tower,The Dark Tower,Stephen King,Fantasy,English,4.5,"4,982",2002-01-01,299.0,68.0,0.0,54.280629705681044
https://www.goodreads.com/book/show/23456351-jerusalem-s-lot,Jerusalem's Lot,Stephen King,Horror,,4.07,"5,404",2000-11-01,40.0,43.0,0.0,53.11430527036276
https://www.goodreads.com/book/show/102686.The_Lawnmower_Man,The Lawnmower Man: Stories from Night Shift,Stephen King,Horror,English,3.77,"5,729",1995-10-01,4.0,15.0,0.0,48.02737850787132
https://www.goodreads.com/book/show/30840523-six-scary-stories,Six Scary Stories,Stephen King,Horror,English,3.66,"5,614",2016-08-25,200.0,0.0,0.0,68.92813141683779
https://www.goodreads.com/book/show/155403.The_Shawshank_Redemption,The Shawshank Redemption: Different Seasons,Stephen King,Fiction,English,4.48,"4,566",1994-08-01,507.0,44.0,0.0,46.861054072553046
https://www.goodreads.com/book/show/52317884-the-jaunt,The Jaunt,Stephen King,Horror,,4.18,"4,641",1981-01-01,25.0,32.0,0.0,33.281314168377826
https://www.goodreads.com/book/show/97126.The_Talisman_and_Black_House,The Talisman and Black House,Stephen King,Horror,English,4.45,"4,221",2002-10-29,299.0,26.0,0.0,55.1047227926078
https://www.goodreads.com/book/show/102688.Graveyard_Shift_and_Other_Stories_from_Night_Shift,"Graveyard Shift, and Other Stories from Night Shift",Stephen King,Horror,English,3.89,"4,632",1988-01-01,299.0,45.0,0.0,40.27926078028747
https://www.goodreads.com/book/show/22844168-big-driver,Big Driver,Stephen King,Horror,,3.95,"4,432",2010-11-09,4.0,441.0,0.0,63.134839151266256
https://www.goodreads.com/book/show/860613.Pet_Sematary_Carrie_Nightshift,Pet Sematary / Carrie / Nightshift,Stephen King,Horror,,4.3,"3,729",1991-11-01,1.0,58.0,0.0,44.11225188227242
https://www.goodreads.com/book/show/24796646-drunken-fireworks,Drunken Fireworks,Stephen King,Fiction,English,3.49,"4,479",2015-06-30,2.0,24.0,0.0,67.77275838466804
https://www.goodreads.com/book/show/32668.LT_s_Theory_of_Pets,LT's Theory of Pets,Stephen King,Horror,English,3.71,"4,199",2001-06-07,1.0,11.0,0.0,53.711156741957566
https://www.goodreads.com/book/show/10575.Stationary_Bike,Stationary Bike,Stephen King,Horror,English,3.56,"4,375",2003-01-01,34.0,15.0,0.0,55.279945242984255
https://www.goodreads.com/book/show/18528453-under-the-dome,Under the Dome: Part Two,Stephen King,Horror,English,4.07,"3,755",2009-11-10,624.0,87.0,0.0,62.13826146475017
https://www.goodreads.com/book/show/32680.Silver_Bullet,Silver Bullet,Stephen King,Horror,English,3.74,"3,760",1985-11-12,255.0,7.0,0.0,38.143737166324435
https://www.goodreads.com/book/show/102418.Dolores_Claiborne_Insomnia_Rose_Madder,Dolores Claiborne/Insomnia/Rose Madder,Stephen King,Horror,English,4.45,"3,085",1996-01-01,299.0,5.0,0.0,48.27926078028747
https://www.goodreads.com/book/show/116334.Nightmares_in_the_Sky,Nightmares in the Sky: Gargoyles and Grotesques,Stephen King,Nonfiction,English,4.01,"3,418",1988-10-07,128.0,8.0,0.0,41.045859000684466
https://www.goodreads.com/book/show/2239777.It_The_Eyes_of_the_Dragon_Misery,It/The Eyes of the Dragon/Misery,Stephen King,Horror,English,4.61,"2,856",1988-10-15,299.0,10.0,0.0,41.06776180698152
https://www.goodreads.com/book/show/17925150-the-dark-man,The Dark Man,Stephen King,Poetry,English,4.13,"2,981",1969-01-01,88.0,8.0,0.0,21.281314168377822
https://www.goodreads.com/book/show/155512._a_Tome_1,"Ça, Tome 1",Stephen King,Horror,French,4.22,"2,861",1986-09-15,799.0,304.0,0.0,38.98425735797399
https://www.goodreads.com/book/show/973196.Dark_Forces,Dark Forces: New Stories of Suspense and Supernatural Horror,Stephen King,Horror,English,4.08,"2,869",1980-08-01,551.0,72.0,0.0,32.86242299794661
https://www.goodreads.com/book/show/20980228-11-22-63,11/22/63 上,Stephen King,Fiction,Japanese,4.38,"2,597",2013-09-13,529.0,40.0,0.0,65.97946611909651
https://www.goodreads.com/book/show/4945933-the-breathing-method,The Breathing Method,Stephen King,Horror,English,3.65,"3,071",1999-01-01,3.0,27.0,0.0,51.279945242984255
https://www.goodreads.com/book/show/10587.The_Man_in_the_Black_Suit,The Man in the Black Suit: 4 Dark Tales,Stephen King,Horror,English,3.69,"3,009",1994-01-01,299.0,26.0,0.0,46.280629705681044
https://www.goodreads.com/book/show/155465.Dolan_s_Cadillac,Dolan's Cadillac,Stephen King,Horror,English,3.88,"2,693",1989-01-01,64.0,13.0,0.0,41.281314168377826
https://www.goodreads.com/book/show/866502.Everything_s_Eventual,Everything's Eventual: 5 Dark Tales,Stephen King,Horror,English,4.09,"2,483",2002-03-01,8.0,19.0,0.0,54.44216290212184
https://www.goodreads.com/book/show/37541461-uncle-otto-s-truck,Uncle Otto's Truck,Stephen King,Horror,English,4.37,"2,229",,1.0,4.0,0.0,
https://www.goodreads.com/book/show/3583368-stephen-king-goes-to-the-movies,Stephen King Goes to the Movies,Stephen King,Horror,English,3.92,"2,453",2009-01-20,626.0,129.0,0.0,61.333333333333336
https://www.goodreads.com/book/show/5416.The_Shining_Salem_s_Lot_Night_Shift_Carrie,The Shining / 'Salem's Lot / Night Shift / Carrie,Stephen King,Horror,English,4.67,"1,978",1981-01-01,991.0,22.0,727.0,33.281314168377826
https://www.goodreads.com/book/show/155711._a_Tome_2,"Ça, Tome 2",Stephen King,Horror,French,4.19,"2,102",1986-09-01,638.0,105.0,0.0,38.945927446954144
https://www.goodreads.com/book/show/17797820-sometimes-they-come-back,Sometimes They Come Back,Stephen King,Horror,English,3.93,"2,241",1974-03-01,35.0,13.0,0.0,26.442162902121833
https://www.goodreads.com/book/show/1278221.The_Best_American_Short_Stories_2007,The Best American Short Stories 2007,Stephen King,Short Stories,English,3.77,"2,304",2007-01-01,448.0,112.0,0.0,59.279945242984255
https://www.goodreads.com/book/show/17225778-las-cuatro-estaciones,Las cuatro estaciones: primavera/verano,Stephen King,Horror,Spanish; Castilian,4.2,"1,987",1982-08-27,354.0,106.0,0.0,34.93223819301848
https://www.goodreads.com/book/show/17160738-survivor-type,Survivor Type,Stephen King,Horror,English,3.89,"2,051",1982-01-01,65.0,24.0,0.0,34.280629705681044
https://www.goodreads.com/book/show/35115736-el-hombre-del-traje-negro,El hombre del traje negro,Stephen King,Horror,Spanish; Castilian,3.59,"2,053",2020-01-01,128.0,32.0,986.0,72.27926078028747
https://www.goodreads.com/book/show/20774925-strawberry-spring,Strawberry Spring,Stephen King,Horror,English,3.61,"2,019",,299.0,36.0,0.0,
https://www.goodreads.com/book/show/11596.Secret_Windows,Secret Windows: Essays and Fiction on the Craft of Writing,Stephen King,Nonfiction,English,4.08,"1,772",2000-01-01,433.0,40.0,0.0,52.27926078028747
https://www.goodreads.com/book/show/32714.The_Monkey,The Monkey,Stephen King,Horror,English,3.75,"1,849",1980-01-01,2.0,19.0,0.0,32.27926078028747
https://www.goodreads.com/book/show/10848249-the-road-virus-heads-north,The Road Virus Heads North,Stephen King,Horror,English,3.71,"1,825",2006-05-01,299.0,10.0,0.0,58.60917180013689
https://www.goodreads.com/book/show/16097947-las-dos-despu-s-de-medianoche,Las dos después de medianoche,Stephen King,Horror,Spanish; Castilian,3.81,"1,732",1990-09-24,528.0,104.0,0.0,43.00889801505818
https://www.goodreads.com/book/show/22909466-las-cuatro-estaciones-ii,Las cuatro estaciones II: otoño e invierno,Stephen King,Horror,Spanish; Castilian,3.95,"1,667",1982-08-27,272.0,72.0,0.0,34.93223819301848
https://www.goodreads.com/book/show/155549.Le_Fl_au_1_2,Le Fléau 1/2,Stephen King,Horror,French,4.29,"1,515",1978-01-01,764.0,102.0,0.0,30.28062970568104
https://www.goodreads.com/book/show/36291755-the-boogeyman,The Boogeyman,Stephen King,Horror,English,3.77,"1,720",1973-03-01,25.0,15.0,0.0,25.44284736481862
https://www.goodreads.com/book/show/155570.La_expedici_n,La expedición,Stephen King,Horror,Spanish; Castilian,3.8,"1,579",1985-06-21,221.0,63.0,0.0,37.74948665297741
https://www.goodreads.com/book/show/26927393-almuerzo-en-el-caf-gotham,Almuerzo en el café Gotham,Stephen King,Horror,Spanish; Castilian,3.37,"1,683",1995-01-01,96.0,35.0,907.0,47.279945242984255
https://www.goodreads.com/book/show/29543190-graveyard-shift,Graveyard Shift,Stephen King,Horror,English,3.73,"1,476",1970-01-01,26.0,12.0,811.0,22.28062970568104
